TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,CHK_IN_DT_MIN,CHK_OUT_DT_MIN,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
a_a000290,솔잎향캠핑파크,1,5,Y,2022-08-24 00:00:00.000,2022-08-25 00:00:00.000,4,,솔잎향캠핑파크,경기 시흥시 수인로2107번길 52,경기 시흥시 조남동 583-2,4397339,4139012400,,1,160000,글램핑(1)
a_a000805,고구마모텔,1,2,Y,2022-09-04 00:00:00.000,2022-09-06 00:00:00.000,1,1753400600,호텔고구마,서울 마포구 백범로4길 16,서울 마포구 노고산동 106-77,4139251,1144011000,2022-09-04 20:07:00.000,1,100000,
a_a012504,공군호텔,1,1,Y,2022-11-03 00:00:00.000,2022-11-04 00:00:00.000,1,1188300060,공군항공안전단,서울 영등포구 여의대방로 259,서울 영등포구 신길동 1196,3118028,1156013200,2022-11-03 16:39:00.000,1,36000,
a_a001356,호텔스카이파크 센트럴명동점,1,1,Y,2022-08-27 00:00:00.000,2022-08-28 00:00:00.000,1,,T-STAY센트럴명동점,,,,,2022-08-06 00:00:00.000,1,102460,센트럴명동점 스탠다드더블객실1박+미니바무료이용
a_a003139,스테이카키,1,7,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,4,,스테이카키,서울 용산구 이태원로36길 19-8,서울 용산구 한남동 686-11,4106314,1117013100,2022-07-11 05:23:00.000,1,340000,1F/성인 4명
a_a002664,더마을펜션,1,3,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,6,6318801233,주식회사더마을펜션,경기 가평군 청평면 모꼬지로 124-25,,3216051,4182032524,2022-08-15 14:56:00.000,1,388000,
a_a002445,XYM 월곶점,0,2,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,2,,,경기 시흥시 월곶중앙로58번길 26,경기 시흥시 월곶동 1003-11,,,,5,35000,
a_a004418,예하도예 게스트하우스,1,7,Y,2022-10-07 00:00:00.000,2022-10-08 00:00:00.000,1,2208115770,나이스정보통신㈜,,,,,2022-10-05 00:00:00.000,1,41500,Yehadoye Guesthouse
a_a004071,호텔 동양장,0,1,Y,2022-09-29 00:00:00.000,2022-10-01 00:00:00.000,2,,,서울 종로구 종로58길 12,서울 종로구 숭인동 249,,,,1,72360,
a_a009429,호텔루시,0,1,Y,2022-10-23 00:00:00.000,2022-10-24 00:00:00.000,2,,,경기 하남시 하남대로776번길 14-30,경기 하남시 신장동 519-9,,,,1,25000,
a_a002114,수목원프로방스,1,5,Y,2022-09-11 00:00:00.000,2022-09-12 00:00:00.000,4,,수목원프로,,,,,2022-09-01 09:52:00.000,3,70000,스목원프로../C존데크4
a_a000933,숙소,0,11,N,2022-08-19 00:00:00.000,2022-08-20 00:00:00.000,4,,,,,,,,,0,
a_a003164,새싹동산 청려수련원,0,5,Y,2022-10-01 00:00:00.000,2022-10-03 00:00:00.000,4,,,경기 화성시 풀무골로110번길 69,경기 화성시 중동 273-2,,,,1,110000,
a_a004606,새와참새,0,5,Y,2022-10-02 00:00:00.000,2022-10-03 00:00:00.000,2,,,,경기 가평군 설악면 엄소리 47,,,,5,50000,
a_a006096,상아골계곡오토캠핑장,1,5,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,4,,상아골계곡 오토캠핑장,경기 포천시 신북면 탑신로 1130,경기 포천시 신북면 금동리 247-1,3012029,4165034031,2022-10-04 00:00:00.000,1,60000,캠핑장
a_a018234,라임오렌지펜션,0,3,Y,2022-11-12 00:00:00.000,2022-11-13 00:00:00.000,2,,,경기 양평군 옥천면 중미산로 1178-16,경기 양평군 옥천면 신복리 78-22,,,,5,150000,
a_a002043,글램독펜션,1,3,Y,2022-09-09 00:00:00.000,2022-09-10 00:00:00.000,4,,쿠팡,,,,,2022-08-19 16:35:00.000,1,239900,[가평군]글램독 가평 205호 성인4명
a_a009812,소새울역중흥S클래스아파트,0,10,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,1,,,경기 부천시 소사동로72번길 32,경기 부천시 소사본동 411-1,,,,,0,
a_a002154,호텔애비뉴186,1,1,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,1,,토스페이먼트,,,,,2022-09-09 00:41:00.000,1,78500,MO-평촌AVENUE186
a_a000567,스위티안,1,1,Y,2022-09-06 00:00:00.000,2022-09-07 00:00:00.000,2,4953000544,호텔스위티안,경기 가평군 설악면 자잠로 229,,3216035,4182031024,2022-09-06 19:34:00.000,3,229000,호텔비
a_a003281,베스트웨스턴 하버파크호텔,0,1,Y,2022-10-02 00:00:00.000,2022-10-03 00:00:00.000,2,,,인천 중구 제물량로 217,,,,,1,120000,
a_a003235,리디자인호텔,0,1,Y,2022-10-08 00:00:00.000,2022-10-10 00:00:00.000,2,,,경기 용인시 기흥구 동백3로11번길 43,경기 용인시 기흥구 중동 845-1,,,,1,190000,
a_a005012,준게스트하우스,1,7,Y,2022-10-11 00:00:00.000,2022-10-12 00:00:00.000,1,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,,1,17000,GU 남성 8인 도미토리2
a_a003252,코리아나호텔,1,1,Y,2022-10-03 00:00:00.000,2022-10-04 00:00:00.000,3,1028139440,하나투어,서울 종로구 인사동5길 41,서울 종로구 공평동 1,4100254,1111012700,2022-09-18 00:00:00.000,1,202000,A-2코리아나 1박+롯데월드 3매
a_a001949,AC호텔 바이 메리어트 서울강남,1,1,Y,2022-09-09 00:00:00.000,2022-09-10 00:00:00.000,2,2118161213,(주)희앤썬,서울 강남구 테헤란로25길 10,서울 강남구 역삼동 642,4166726,1168010100,2022-09-09 15:51:00.000,1,187000,메리어트 호텔 
a_a000728,시그니엘 서울,0,1,Y,2022-09-02 00:00:00.000,2022-09-03 00:00:00.000,2,,,서울 송파구 올림픽로 300,서울 송파구 신천동 29,,,,,0,
a_a000065,호텔그레이스리 서울,0,1,Y,2022-08-06 00:00:00.000,2022-08-07 00:00:00.000,4,,,서울 중구 세종대로12길 12,서울 중구 남대문로4가 17-19,,,,1,300000,
a_a000714,산정캠프,0,5,Y,2022-08-19 00:00:00.000,2022-08-21 00:00:00.000,2,,,경기 포천시 영북면 산정호수로 558,경기 포천시 영북면 산정리 161,,,,5,130000,
a_a002138,포천그린별캠핑장,1,5,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,3,,포천그린별캠핑장,경기 포천시 신북면 탑신로 1411,경기 포천시 신북면 덕둔리 103-3,3012029,4165034032,2022-09-23 00:00:00.000,1,70000,그린별캠핑_7
a_a014978,한화리조트 용인베잔송,1,4,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,4,1018130747,한화호텔앤드리조트(주),경기 용인시 처인구 남사읍 봉무로153번길 79,,4409448,4146125923,2022-10-30 00:00:00.000,1,127500,
a_a013687,넘버25 수원화성행궁점,0,2,Y,2022-10-27 00:00:00.000,2022-10-28 00:00:00.000,2,,,경기 수원시 팔달구 정조로810번길 20,경기 수원시 팔달구 남수동 132-3,,,,5,25000,
a_a004458,호텔야자 곤지암점,3,1,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-10-03 17:10:00.000,1,27800,곤지암 YAJA 곤지암점
a_a004611,호명산잣나무숲속캠핑장,0,5,Y,2022-10-05 00:00:00.000,2022-10-06 00:00:00.000,1,,,경기 가평군 청평면 상지로64번길 77,경기 가평군 청평면 상천리 1400,,,,1,35000,
a_a002095,소테츠호텔즈 더스프라지르 서울명동,1,1,Y,2022-09-14 00:00:00.000,2022-09-15 00:00:00.000,1,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-09-12 00:00:00.000,1,55000,소테츠 호텔즈 더 스프라지르 서울 명동
a_a005112,도미인서울강남호텔,2,1,Y,2022-10-05 00:00:00.000,2022-10-06 00:00:00.000,1,8248102515,주식회사인터파크,서울 강남구 삼성로 512,,3122005,1168010500,2022-09-28 00:00:00.000,1,107800,도미인 서울 강남
a_a002166,로데오모텔,2,2,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-09-05 21:41:00.000,3,60000,사가정로데오
a_a017705,나인호텔,2,1,Y,2022-11-12 00:00:00.000,2022-11-13 00:00:00.000,2,,부천 나인호텔,경기 부천시 원미로13번길 42,경기 부천시 심곡동 140-6,4352411,4119010200,2022-11-12 22:28:00.000,3,73900,호텔비
a_a009440,하이서울유스호스텔,1,11,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,6,1078214174,하이서울유스호스텔,서울 영등포구 영신로 200,,3118023,1156010800,2022-10-28 21:17:00.000,1,169400,호스텔비
a_a000019,송도롯데캐슬아파트,1,11,Y,2022-08-06 00:00:00.000,2022-08-07 00:00:00.000,3,,에어비엔비,,,,,2022-07-12 20:42:00.000,1,306153,숙박비
a_a004075,코트야드 바이 메리어트 수원,1,1,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,2,,COURTYARD SUWON,경기 수원시 영통구 광교호수공원로 320,,3350755,4111710400,2022-10-08 18:02:00.000,1,275000,호텔비
a_a001734,월미도해월관광호텔,1,1,Y,2022-09-10 00:00:00.000,2022-09-11 00:00:00.000,2,2208115770,나이스정보통신㈜,인천 중구 월미로260번길 8,,4247290,2811013800,2022-09-10 00:00:00.000,1,77727,해월관광호텔
a_a001340,포포인츠 바이 쉐라톤 조선 서울역,0,1,Y,2022-08-22 00:00:00.000,2022-08-23 00:00:00.000,1,,,서울 용산구 한강대로 366,,,,,4,120000,
a_a009922,종로하루,1,11,Y,2022-11-10 00:00:00.000,2022-11-11 00:00:00.000,4,,종로하루,서울 종로구 창경궁로21가길 5-3,서울 종로구 원남동 233,4100408,1111015900,2022-11-10 00:00:00.000,3,270000,숙박비
a_a001392,S쁘띠호텔,1,1,Y,2022-08-28 00:00:00.000,2022-08-29 00:00:00.000,1,5278800686,주식회사 카카오페이,경기 성남시 분당구 판교역로 166,경기 성남시 분당구 백현동 532,3179025,4113511000,2022-08-28 12:31:00.000,1,35000,
a_a000287,리치호텔,0,1,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,2,,,서울 금천구 가산로 153,서울 금천구 가산동 140-6,,,,1,70000,
a_a001981,더블라썸,1,7,Y,2022-09-09 00:00:00.000,2022-09-12 00:00:00.000,5,,더블라썸연남게스트하우스,서울 마포구 동교로45길 3-6,서울 마포구 연남동 229-41,4139123,1144012400,2022-09-08 21:28:00.000,3,300318,게스트하우스 숙박비
a_a000135,까사노블풀빌라,0,3,Y,2022-08-18 00:00:00.000,2022-08-19 00:00:00.000,3,,,경기 가평군 가평읍 호반로 2329-59,경기 가평군 가평읍 이화리 392,,,,5,276160,
a_a000658,목시서울인사동,1,1,Y,2022-09-02 00:00:00.000,2022-09-03 00:00:00.000,2,5963000338,목시호텔(MOXY),서울 종로구 돈화문로11길 37,,4100051,1111013700,2022-09-02 22:35:00.000,1,128700,
a_a011175,산머루농원캠핑장,1,5,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,3,,산머루농원캠핑장,경기 파주시 적성면 윗배우니길 441-25,,4418630,4148037025,2022-10-14 00:00:00.000,1,50000,산수유A 산수유A03
a_a004091,신라스테이 서대문,1,1,Y,2022-10-03 00:00:00.000,2022-10-05 00:00:00.000,4,2208115770,나이스정보통신㈜,,,,,2022-10-02 00:00:00.000,1,216680,SHILLA STAY SEODAEMUN
a_a002481,유명산밸리캠핑장,1,5,Y,2022-10-01 00:00:00.000,2022-10-03 00:00:00.000,2,,유명산밸리캠핑장,경기 가평군 설악면 유명로 626,경기 가평군 설악면 가일리 308-18,3216059,4182031032,2022-10-01 00:00:00.000,1,95000,광장사이트[애견동반]
a_a003721,그림모텔,0,2,Y,2022-10-23 00:00:00.000,2022-10-24 00:00:00.000,1,,,서울 중랑구 면목로 324,서울 중랑구 면목동 473-9,,,,5,35000,
a_a000414,밸리러브,0,3,Y,2022-08-28 00:00:00.000,2022-08-29 00:00:00.000,10,,,경기 가평군 북면 이곡둑길 141,경기 가평군 북면 이곡리 605-3,,,,5,370000,
a_a004454,호텔IMT,1,1,Y,2022-10-02 00:00:00.000,2022-10-03 00:00:00.000,2,,용인IMT,경기 용인시 수지구 풍덕천로190번길 13,경기 용인시 수지구 풍덕천동 920,4415169,4146510100,2022-09-30 19:15:00.000,1,80000,MO-용인IMT-준특실A
a_a003581,가래골농원 캠핑장,1,5,Y,2022-10-01 00:00:00.000,2022-10-03 00:00:00.000,11,,,,,,,2022-08-23 10:20:00.000,3,135000,
a_a002502,비스타워커힐서울,0,1,Y,2022-09-22 00:00:00.000,2022-09-23 00:00:00.000,3,,,서울 광진구 워커힐로 177,,,,,1,314440,
a_a006201,유명산밸리캠핑장,1,5,Y,2022-10-14 00:00:00.000,2022-10-15 00:00:00.000,1,,유명산밸리캠핑장,경기 가평군 설악면 유명로 626,경기 가평군 설악면 가일리 308-18,3216059,4182031032,2022-10-04 00:00:00.000,1,50000,광장사이트(애견동반)
a_a010237,HAEVICH HOTEL & RESORT JEJU,10,1,,,,1,6168127929,해비치호텔앤드리조트㈜,경기 화성시 남양읍 시청로 290,경기 화성시 남양읍 활초리 4-21,3210146,4159026225,2022-10-31 11:39:00.000,1,30000,호텔비
a_a000334,티볼리빌펜션,0,3,Y,2022-08-19 00:00:00.000,2022-08-20 00:00:00.000,4,,,경기 포천시 내촌면 금강로2110번길 88-13,경기 포천시 내촌면 음현리 62-2,,,,1,610000,
a_a001288,밀리오레호텔 명동,2,1,Y,2022-09-03 00:00:00.000,2022-09-05 00:00:00.000,1,,명동 밀리오레호텔,서울 중구 퇴계로 115,서울 중구 충무로1가 24-1,3101011,1114012400,2022-08-29 17:31:00.000,1,150000,호텔비
a_a000318,더포레스트원,0,3,Y,2022-08-18 00:00:00.000,2022-08-19 00:00:00.000,21,,,경기 양평군 청운면 가현길 300-18,경기 양평군 청운면 가현리 199-6,,,,3,2800000,
a_a008269,G게스트하우스,0,7,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,1,,,서울 용산구 보광로60길 14-38,서울 용산구 이태원동 131-11,,,,5,27000,
a_a003924,호텔더헤이리,0,1,Y,2022-10-10 00:00:00.000,2022-10-11 00:00:00.000,2,,,경기 파주시 탄현면 새오리로161번길 53-37,경기 파주시 탄현면 성동리 124-9,,,,3,50000,
a_a001070,서울대공원캠핑장 제4야영지,1,5,Y,2022-09-02 00:00:00.000,2022-09-03 00:00:00.000,2,1078774686,(주)유포러스,서울 성동구 성수일로10길 32,,4109358,1120011500,2022-08-17 14:15:00.000,1,35000,404[텐트+그늘막+전기]
a_a003812,느티나무그늘아래 캠핑장,1,5,Y,2022-10-07 00:00:00.000,2022-10-09 00:00:00.000,5,,느티나무그늘아래캠핑장,경기 파주시 문산읍 사목로108번길 63-11,경기 파주시 문산읍 사목리 328,4418347,4148025026,2022-10-07 00:00:00.000,1,80000,은행나무구역 은행나무02
a_a002909,해슬리나인브릿지CC,1,11,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,2,1108105034,씨제이대한통운㈜,경기 여주시 명품1로 76,,3214024,4167011100,2022-09-23 00:00:00.000,1,450000,
a_a001854,후탄펜션,1,3,Y,2022-09-11 00:00:00.000,2022-09-12 00:00:00.000,2,3678800819,주식회사트립일레븐,서울 금천구 가산디지털1로 171,서울 금천구 가산동 371-41,3117001,1154510100,2022-08-27 14:41:00.000,1,99023,105호
a_a002819,한화리조트 용인베잔송,1,4,Y,2022-09-27 00:00:00.000,2022-09-29 00:00:00.000,5,,11번가,,,,,2022-09-19 00:00:00.000,3,52320,[용인호텔]한화리조트용인베잔송(경기여행)
a_a014957,소풍모텔,1,2,Y,2022-11-05 00:00:00.000,2022-11-06 00:00:00.000,2,8248102515,주식회사인터파크,서울 강남구 삼성로 512,,3122005,1168010500,2022-11-04 23:13:00.000,1,55800,여주 소풍
a_a000058,GRAND INTERCONTINENTAL SEOUD PARNAS,10,1,,,,2,1208101336,파르나스호텔㈜,서울 강남구 테헤란로 521,서울 강남구 삼성동 159-8,3122010,1168010500,2022-08-14 16:18:00.000,1,83000,호텔비
a_a010235,포시즌스호텔 서울,1,1,Y,2022-10-26 00:00:00.000,2022-10-27 00:00:00.000,1,1048529650,포시즌스호텔서울,서울 종로구 새문안로 97,,3005004,1111011700,2022-10-27 12:04:00.000,1,515800,
a_a001311,몬터레이17호텔,0,1,Y,2022-08-24 00:00:00.000,2022-08-25 00:00:00.000,2,,,경기 용인시 기흥구 사은로 173,경기 용인시 기흥구 지곡동 611-1,,,,1,60000,
a_a005867,로이넷호텔 서울마포,0,1,Y,2022-10-07 00:00:00.000,2022-10-08 00:00:00.000,2,,,서울 마포구 마포대로 67,,,,,1,86000,
a_a000653,그랜드워커힐서울,0,1,Y,2022-08-25 00:00:00.000,2022-08-26 00:00:00.000,2,,,서울 광진구 워커힐로 177,서울 광진구 광장동 22-1,,,,1,283608,
a_a001474,코트야드 바이메리어트 서울 보타닉파크,1,1,Y,2022-09-05 00:00:00.000,2022-09-07 00:00:00.000,3,4678700728,코트야드메리어트서울보타닉파크호텔,서울 강서구 마곡중앙12로 10,서울 강서구 마곡동 766-1,3155057,1150010500,2022-09-05 14:47:00.000,1,388080,호텔비
a_a009760,라마다 서울동대문,1,1,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,2,2208115770,나이스정보통신㈜,,,,,2022-10-17 00:00:00.000,1,110550,RAMADA BY WHNDHAM SEOUL DONGDAEMUN
a_a004501,은영아파트,0,10,N,2022-10-08 00:00:00.000,2022-10-10 00:00:00.000,5,,,인천 서구 염곡로397번길 7,인천 서구 신현동 107-4,,,,,0,
a_a000509,소노캄 고양,1,1,Y,2022-08-26 00:00:00.000,2022-08-27 00:00:00.000,1,1288561729,(주)소노인터내셔널 고양지점,경기 고양시 일산동구 태극로 20,경기 고양시 일산동구 장항동 1756,3194057,4128510400,2022-08-26 16:25:00.000,1,255000,리조트비
c_c000877,G7호텔,0,1,Y,2022-08-21 00:00:00.000,2022-08-21 00:00:00.000,1,,,경기 용인시 처인구 포곡읍 전대로78번길 14-6,경기 용인시 처인구 포곡읍 전대리 191-45,,,,1,30000,
a_a002596,그래비티 서울 판교 오토그래프컬렉션,1,1,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,3,,그래비티 서울판교,경기 성남시 분당구 판교역로146번길 2,경기 성남시 분당구 백현동 538,4340519,4113511000,2022-10-01 17:26:00.000,1,185000,호텔비 오토그래프 컬렉션
a_a004504,호텔피아노,1,1,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-10-01 20:01:00.000,1,65000,MO-성북피아노-일반A
a_a000557,월하여관,0,2,Y,2022-08-23 00:00:00.000,2022-08-24 00:00:00.000,2,,,서울 종로구 율곡로10길 24,서울 종로구 와룡동 33,,,,1,39400,
a_a003397,포레스타호텔,1,1,Y,2022-09-26 00:00:00.000,2022-09-28 00:00:00.000,2,,불광 포레스타 호텔,서울 은평구 진흥로 179,,3100020,1138010600,2022-09-26 00:00:00.000,1,85209,호텔비
a_a000920,신라스테이 구로,0,1,Y,2022-08-19 00:00:00.000,2022-08-20 00:00:00.000,2,,,서울 동작구 시흥대로 596,서울 동작구 신대방동 698,,,,1,139000,
d_d000959,삼성물산(주)에버랜드리조트,10,4,,,,3,1358504288,삼성물산(주)에버랜드리조트,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2022-09-02 18:37:00.000,1,46400,리조트비
a_a002888,글램핑클럽레스피아 포천백운계곡,1,5,Y,2022-09-25 00:00:00.000,2022-09-26 00:00:00.000,4,,글램핑클럽레스피아 in 포천백운계곡,경기 포천시 이동면 화동로 2440-34,경기 포천시 이동면 도평리 105-2,3213050,4165038022,2022-09-25 00:00:00.000,1,59000,VIP글램핑 B형 1박
a_a001394,씨티파크모텔,0,2,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,2,,,서울 종로구 돈화문로11가길 89,서울 종로구 운니동 24-1,,,,1,55000,
a_a008121,호텔아벤트리 종로,1,1,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,2,,호텔어벤트리,서울 종로구 우정국로 46,서울 종로구 견지동 65-1,3100009,1111012900,2022-10-10 00:00:00.000,1,88736,호텔비
a_a005694,로얄엠포리움호텔,1,1,Y,2022-10-17 00:00:00.000,2022-10-18 00:00:00.000,1,,로얄 엠포리움,인천 중구 은하수로 35,인천 중구 중산동 1951-4,3149078,2811014500,2022-10-17 13:45:00.000,1,42000,디럭스트윈
a_a001776,송도센트럴파크호텔,0,1,N,2022-09-17 00:00:00.000,2022-09-18 00:00:00.000,2,,,인천 연수구 테크노파크로 193,인천 연수구 송도동 38,,,,1,240000,
a_a000705,연화도감,1,3,Y,2022-08-26 00:00:00.000,2022-08-27 00:00:00.000,4,3311201793,연화도감,경기 양평군 단월면 명성길 172-15,경기 양평군 단월면 명성리 598-6,4451403,4183036027,2022-08-26 14:57:00.000,3,420000,
a_a002089,포레스트벨리펜션,1,3,Y,2022-09-21 00:00:00.000,2022-09-22 00:00:00.000,1,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-09-18 19:20:00.000,1,150000,양주 포레스트벨리펜션(애견)
a_a006209,그랜드워커힐서울,1,1,Y,2022-10-03 00:00:00.000,2022-10-04 00:00:00.000,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022-09-30 10:00:00.000,1,151000,그랜드워커힐서울
a_a001750,호텔 스카이파크 킹스타운 동대문점,1,1,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-09-20 00:12:00.000,1,90000,HO-[단독특가]스탠다드
a_a004415,호텔스카이파크 동대문1호점,1,1,Y,2022-09-30 00:00:00.000,2022-10-01 00:00:00.000,1,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-09-30 21:01:00.000,1,78000,HO-체크인 시 배정
a_a001584,다미 쉐어하우스,0,7,Y,2022-08-30 00:00:00.000,2022-08-31 00:00:00.000,1,,,,,,,,1,25417,
a_a003021,호텔리베라 청담,1,1,Y,2022-10-03 00:00:00.000,2022-10-04 00:00:00.000,2,,호텔 리베라,서울 강남구 영동대로 737,서울 강남구 청담동 53-7,2122002,1168010400,2022-09-25 00:00:00.000,1,93848,디럭스 트윈룸
a_a005258,곤지암리조트,1,4,Y,2022-10-01 00:00:00.000,2022-10-02 00:00:00.000,2,,인터넷상거래-(주)에스앤아,서울 강남구 테헤란로 131,서울 강남구 역삼동 647-9,3122010,1168010100,2022-09-27 11:12:00.000,1,170000,
a_a000134,더캡슐 명동점,0,7,Y,2022-08-19 00:00:00.000,2022-08-20 00:00:00.000,1,,,서울 중구 퇴계로45길 23,서울 중구 예관동 70-19,,,,5,25000,
a_a008659,나인호텔,2,1,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-10-10 00:00:00.000,3,100000,MO진주호텔나인 스탠다
a_a004132,저스트플레이호스텔 라페스타점,0,2,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,2,,,경기 고양시 일산동구 고봉로 26-32,경기 고양시 일산동구 장항동 740-5,,,,5,170000,
a_a000124,노보텔앰배서더 서울용산,1,1,Y,2022-08-24 00:00:00.000,2022-08-25 00:00:00.000,2,,노보텔 앰배서더 서울 용산,서울 용산구 청파로20길 95,서울 용산구 한강로3가 40-969,4106354,1117012800,2022-08-11 13:00:00.000,1,82000,슈페리어 트윈(조식불포함)
a_a002159,서울신라호텔,0,1,Y,2022-09-25 00:00:00.000,2022-09-26 00:00:00.000,4,,,서울 중구 동호로 249,서울 중구 장충동2가 202,,,,5,300000,
a_a006101,소피텔 앰배서더 서울,1,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,,소피텔 앰배서더 서울 호텔 & 서비스드 레지던스,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,3123015,1171010200,2022-10-29 15:49:00.000,1,176000,호텔비
b_b001071,안다즈 서울강남 미술 전시관,0,1,N,2022-09-11 00:00:00.000,2022-09-11 00:00:00.000,4,,,서울 강남구 신사동 안다즈서울 강남 1층,,,,,,0,
a_a008455,엘프펜션,0,3,Y,2022-10-15 00:00:00.000,2022-10-16 00:00:00.000,10,,,,,,,,5,340000,
a_a003603,호텔가덴,1,1,Y,2022-10-09 00:00:00.000,2022-10-10 00:00:00.000,2,1148725295,아고다페이먼트코리아유한회사,서울 중구 을지로 100,,3101006,1114010500,2022-10-05 11:49:00.000,3,113548,수원호텔가덴(Suwon Hotel Garden)
a_a001316,서울숲스테이,1,7,Y,2022-08-27 00:00:00.000,2022-08-28 00:00:00.000,1,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004,1168010500,2022-08-17 10:21:00.000,1,17000,GU-여자 5인실 도미토리
a_a001999,N모텔,1,2,Y,2022-09-22 00:00:00.000,2022-09-23 00:00:00.000,1,2208742885,(주)야놀자,,,,,2022-09-20 23:31:00.000,1,38700,노량진N.STAY;일반실1PC(OTT서비스전체시청가능)
a_a001628,금남멤버스오피스텔,0,11,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,6,,,북한강로1312,,,,,,0,
a_a014022,트리캠핑장,0,5,Y,2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,2,,,,인천 옹진군 영흥면 선재리 산 13,,,,5,40000,
a_a017923,대부도캠핑성,0,5,Y,2022-11-13 00:00:00.000,2022-11-13 00:00:00.000,3,,,경기 안산시 단원구 부흥로 232-68,경기 안산시 단원구 대부남동 28-84,,,,3,194000,
a_a003225,원스테이,0,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,,,경기 가평군 청평면 호반로 1070,경기 가평군 청평면 고성리 615-1,,,,1,68500,
a_a001839,자라섬,2,5,Y,2022-09-17 00:00:00.000,2022-09-18 00:00:00.000,3,,,,,,,2022-05-24 17:35:00.000,1,100000,레인보우 뮤직&캠핑 페스티벌 2022
a_a011203,에이스호텔,0,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,,,경기 파주시 조리읍 통일로 170,경기 파주시 조리읍 봉일천리 60-12,,,,1,54000,
a_a002425,스탠포드호텔 서울,1,1,Y,2022-09-17 00:00:00.000,2022-09-18 00:00:00.000,3,2208115770,나이스정보통신㈜,,,,,2022-09-14 00:00:00.000,1,116665,STANFORD HOTEL SEOUL
a_a001052,어거스트 청평,1,4,Y,2022-08-25 00:00:00.000,2022-08-26 00:00:00.000,4,,(주)쇼플레이스,,,,,2022-08-22 15:14:00.000,3,343200,숙박비
a_a004172,우리불가마사우나,0,11,N,2022-10-02 00:00:00.000,2022-10-03 00:00:00.000,1,,,서울 영등포구 가마산로79길 7,서울 영등포구 신길동 4934,,,,3,14000,
a_a002425,이동식 캠핑카라반,0,5,Y,2022-09-19 00:00:00.000,2022-09-20 00:00:00.000,3,,,영덕역 앞,,,,,5,50000,
